SUA01CUX02 Restos de poda,Restos de poda,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-agustin@botmaker.io-1596043564302
TR03CUX12 Apertura,Trámites: Cementerio,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1569874914704
¿En qué Hospitales puedo sacar turnos?,Hospitales públicos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1536001582279-9353
TU03CUX01 San Lorenzo,El Nuevo Gasómetro,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-9d98045f49492f8@bm.com-1645807468027
EP01CUX01 Apertura,Reciclaje ♻️,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1588280567716
AGC01CUX02  Apertura,Inspecciones AGC,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-780623zar5@b.m-1667307369565
EDU01CUX00 Superapertura Becas,Becas educativas 📚,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1558453697372
JU02CUX01 Apertura,Consejo Magistratura,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1598967521543
CU09CUX01 San Martín,CC San Martín,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-vlkemlb056@b.m-1628258873058
Registro de Empleadores,Registro Empleadores,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1536071187102-6280
MA01CUX01 Golpes de calor,Calor en mascotas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-pu8mkp83bp@b.m-1642011088671
SA05CUX01 Estación saludable,Estación Saludable,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ivvoeebozi@b.m-1647523536030
MO04CUX05 Apertua,Tarjeta SUBE,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1573154772601
TR03CUX08 Registro de artefactos térmicos / Calderas,AGC: Calderas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1573674270094
SE00CUX01 Cabinas de denuncia,Cabinas de denuncia,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1545254083853
SA01CUX06 Postas de vacunación,Postas de vacunación,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-0emfgc7fk4@b.m-1670443631955
MO03CUX01 Horarios,Horarios del subte,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-auzwtzqlpd@b.m-1689859751022
DDHH03CUX01 Superapertura,Derechos de niños/as,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1559591661732
TUR00CUX02 Mensaje inicial - Turnos,Turnos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-rodrigo@botmaker.io-1536765072955
AGC02CUX02 Director de Obra,Director de Obra,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1564583657289
GA01CUX01 Mercados,Mercados en BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1541597120493
Vacunación Covid-19 (Apertura) -> Sobre la vacuna *Response > Sputnik *Response,Sputnik,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-a55b852644e9273@bm.com-1617048233055
OB02CUX02 Apertura,Metrobus del Bajo,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-g7fqynazrk@b.m-1647006129136
TR03CUX20 Permiso de uso precario en ferias itinerantes de abastecimiento barrial,Permiso para FIABS,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1568832169656
Apertura | Buscar comuna,Buscar comuna,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-danielalallopizzo@botmaker.io-1601042122488
CU06CUX01 Violencia laboral,Violencia laboral 🌈,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-4lo13np4ko@b.m-1666278339081
MO04CUX05 Robo o pérdida,Recuperar SUBE,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1573235797483
CLI00CUX01 Apertura,El clima,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ruben@botmaker.io-1567781537281
miBA - Login,null,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-alfafc@gmail.com-1552703827185
Apertura | Certificación de firmas,Certificar firma,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1567020388341
MO04CUX02 Apertura contingencia,Acarreo vehículos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-bzdvt4u6p7@b.m-1659980843413
AM02CUX03 Apertura,Refugios climáticos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-f4bvgib7jv@b.m-1698239672497
Certificado de matrícula,Certif. de matrícula,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1561729102480
SA11CUXO1 Apertura,Dengue,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1585919726846
TR01CUX05 Apertura,Editar Registro Emp.,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-z04oueeq5x@b.m-1645025987684
MO04CUX01 Cuánto sale la VTV,Cuánto sale la VTV,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-zkkd2v7qvf@b.m-1693244051444
CIU05CUX03 La Paternal,La Paternal,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-43a08823484a95c@bm.com-1638209768952
MO04CUX01 Dónde se hace,Dónde hacer la VTV,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-g9a5zbx7lc@b.m-1652382325597
EM02CUX01 Apertura,Búsqueda de trabajo,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1542898828862
ED00CUX01 Superapertura educación,Educación,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1550157482646
SUA01CUX14 Apertura,Reportar un bache,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fv38f1chx2@b.m-1654175341142
Apertura | SIGECI,Consultar mis turnos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-agustin@botmaker.io-1595853187649
BOT06CUX01 Chistes,Chistes,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1537489025090
TR03CUX08 Registro/Renovación de Unidades de Transportes Alimenticios (UTA),AGC: UTA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1573674939174
SE01CUX07 Apertura,Detección facial 🎦,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1558635267926
MO03CUX01 Línea D 🟢 (horarios),Horarios Línea D 🟢,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-58fez9a6oz@b.m-1689879152452
TRA04CUX01 Apertura,Legalidad Licencia,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8fb2621e4acb778@bm.com-1634910157014
CIU05CUX03 Flores,Barrio de Flores,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-c07cc1f7415b3a0@bm.com-1637691735538
CU01CUX02 Museo del Cine,Museo del Cine,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-4f603ed843c98cb@bm.com-1634309846255
EP01CUX01 Economía Circular,BA Recicla,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-b92c0f2b426ae50@bm.com-1617652147515
TU03CUX01 Argentinos Juniors,Argentinos Juniors,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-a802f1da4bc98c4@bm.com-1645808368298
SA02CUX01N  Apertura,Coronavirus,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1582900959258
CIU05CUX03 Belgrano,Barrio de Belgrano,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-c61caaaa4519d29@bm.com-1637334113443
EDU04CUX02 Apertura,Distritos escolares,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1548184821724
TR03CUX05 Permiso de uso del espacio público habilitación para filmación y fotografía,Filmar vía pública,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1575398048957
MO04CUX01 Sacar turno,Turno VTV,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-016flc4kj9@b.m-1652382370693
CU01CUX02 Apertura,Museos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1571670970649
CO02CUX02 Apertura,Cuidado del agua,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1556889833622
CIU03CUX05 Apertura,Cuentas públicas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-m4nr5kjxqc@b.m-1679401600867
TR03CUX09 Consulta Trámites APRA online,APRA: Consultas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-1yk4fkisif@b.m-1627927394506
DH01CUX02 Apertura,Línea 108,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-mbzfm3m31j@b.m-1648495710984
TR04CUX41 Antecedentes penales,Antecedentes penales,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-f6ft20rjn9@b.m-1664394819917
CU01CUX02 Buenos Aires Museo,Buenos Aires Museo,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-e4cf06a5474802f@bm.com-1623859436003
DH07CUX02 SAP Inclusión Laboral,Inclusión Laboral,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-elfcshgqll@b.m-1688664148635
"CU04CUX36 Ciudad Emergente (Post evento, ex apertura 2023)",Ciudad Emergente,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ibb1sc7l0m@b.m-1696443433223
CU01CUX02 Museo Bellas Artes,Museo Bellas Artes,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1571677454660
SUA01CUX00 Apertura,Solicitudes 👷,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-e6f14faf47ab40f@bm.com-1638209334091
CU01CUX02 Museo Luis Perlotti,Museo de Esculturas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-9df55b9a49f812b@bm.com-1634310827476
SA10CUX02 Apertura,CeSACs,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-718c4403496940a@bm.com-1667845011803
NI01CUX05 Boticuentos,Boticuentos 📚,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-lq8y00zagm@b.m-1692196408863
AC01CUX02 Gobierno Nacional,Gobierno Nacional,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1535864488209-1386
MO04CUX01 Quiénes no pagan VTV,Quiénes no pagan VTV,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-tjd38k8kp0@b.m-1693244097177
CIU05CUX03 Villa Santa Rita,Villa Santa Rita,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-0054900243ca059@bm.com-1638543613533
Apertura - Carpeta ciudadana,Carpeta ciudadana,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1560890005630
EM04CUX02 Mujer Emprendedora,Mujer Emprendedora,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1550508055200
EP02CUX02 Recolección,Recolección residuos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1588605792048
Agentes humanos * Apertura beta,Hablar con alguien,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ff4a543a461bbde@bm.com-1626291225484
EP02CUX02 Apertura,Limpieza Vía Pública,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1588280473941
Rutramur * Apertura,RUTRAMUR,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-9d9f2e82479bdc6@bm.com-1611260427931
TR01CUX01 Apertura,Trámites docentes,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-x40zakxij8@b.m-1643303507931
DH07CUX01 Apertura,Redes para inclusión,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fty07gux8x@b.m-1661453235555
TR03CUX17 Carriles exclusivos Av. Córdoba,Tránsito Av. Córdoba,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-uov29vp736@b.m-1627919827584
CU05CUX01 Apertura,Bibliotecas de BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-4pefum0myw@b.m-1631643781450
EDU05CUX03 Ser profesional,Ser profesional,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-e81a0c724d4b412@bm.com-1628714493615
Viaductos,Viaductos en BA 🚉,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1554301989124
Permiso de espectáculos musicales en vivo,Permiso espectáculos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1548250959242
TR01CUX03  Apertura,Plano archivado,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-c06pzb0ins@b.m-1646248861854
TR03CUX20 Permiso de uso precario en mercado de pulgas,Mercado de Pulgas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1568832458478
CU01CUX14 Apertura Estático,MIJU 🏛️,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-wm694z119p@b.m-1691696079834
SA08CUX01 Apertura,Donación de sangre,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1599252713526
TR03CUX09 Rampas en veredas,Rampas en veredas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1572890616638
DEC02CUX01 Apertura,Distrito del Vino 🍷,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-q98zjjboia@b.m-1672751096979
Registro de bares,Registrar un bar,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1548253040560
MA01CUX01 Jornadas de adopción,Adopción de mascotas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-1cm9suzv33@b.m-1639505421821
EDU04CUX19 Tengo una consulta,Consultas Minecraft,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-roksagcomi@b.m-1678714341177
TR03CUX20 Permiso de uso precario en ferias artesanales,Vender en ferias,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1568831871449
CU01CUX16 Apertura,Noche de los Museos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fmxntznohu@b.m-1691777689722
CIU02CUX01 Sedes comunales,Sedes comunales 🔍,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-danielalallopizzo@botmaker.io-1600954608565
Apertura Preguntar Selección Ubicación | Servicio de Cercanía,Servicios cercanos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ruben@botmaker.io-1567110058274
CU04CUX37 Apertura,Noche de los teatros,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-zxvif6nmgx@b.m-1697655361378
CU03CUX05 Apertura,Revista BUENA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-2o9n5jtzl1@b.m-1641393872585
CIU05CUX01 Apertura,Sede Gobierno GCBA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1549026384974
EDU05CUX02 * Apertura,Study BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-57dcf6784fbae9f@bm.com-1614959872747
MO04CUX01 Cuándo vence mi VTV,Cuándo vence mi VTV,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-mqafan71jc@b.m-1652382134061
CIU05CUX03 Villa Lugano,Barrio Villa Lugano,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ff46681649caa2a@bm.com-1638470466346
MA01CUX01 Vacuna antirrábica,Vacuna antirrábica,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1553614551394
SE06CUX01  Apertura,Senderos escolares,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-3xk0q8ylp3@b.m-1664809199681
TR01CUX21 Apertura,Trámites a Distancia,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-pazl3poqtv@b.m-1683054203368
EDU04CUX03 Apertura,Boleto estudiantil,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1551465516838
CO12CUX01 Apertura,Cortes de luz,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-enfyuaehnr@b.m-1679150678711
CU01CUX02 Casa Fernández Blanco,Casa F. Blanco,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-kc3fg3jvds@b.m-1655910732854
CIU05CUX03 Chacarita,Barrio de Chacarita,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-74e4d550437826f@bm.com-1637349014022
MO05CUX04 Apertura,Pista de manejo 🚙,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-402iq5qbc7@b.m-1672940008083
MO03CUX01 Línea A 🔵 (horarios),Horarios Línea A 🔵,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-xvez5l0kr1@b.m-1689859654462
BOT03CUX01 Apertura,Cómo hablar con Boti,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-c3ppv2i9s1@b.m-1649095059081
EDU05CUX03 Apertura,Carreras terciarias,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1552484879294
CU09CUX01 CCR,Cultural Recoleta,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1571679214570
SE01CUX03  Apertura,Agentes prevención,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-n3xtg5yigf@b.m-1664806576352
miBA01CUX01  Cambiar mis datos,Cambiar datos miBA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-oko7nuplzn@b.m-1653056509938
DDHH03CUX05 Apertura,Observatorio SIPROID,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1559586946319
MO03CUX01 Línea E 🟣 (horarios),Horarios Línea E 🟣,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-35yl0mpdra@b.m-1689879169015
BA Pyme,BA PyMEs,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1568211188189
TR03CUX09 Petición ciudadana,Petición ciudadana,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1572462056171
TR02CUX14 Apertura por Whatsapp,Solicitud de Partida,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-p7o7yuoq7i@b.m-1688998686012
CU01CUX02 Colón Fábrica,Colón Fábrica,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-1gblv6176f@b.m-1642001831114
MO06CUX02 Apertura,Ecobici en BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-qzc71s1fk6@b.m-1659540962131
TU03CUX01 Apertura fútbol,Estadios de fútbol,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-e61b36274b6b758@bm.com-1645804849037
CU01CUX02 Museo Saavedra,Museo Saavedra,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-uga4bbdrc2@b.m-1676559288304
AG01CUX01 Hablar con AGIP,Hablar con AGIP,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-qf8tpj2ydk@b.m-1647012023882
AM02CUX01 Apertura,Cambio climático,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-6f6ede0a4c39e4f@bm.com-1608065067217
ED00CUX01 Nivel secundario,Nivel secundario,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-kstqyn5b9e@b.m-1653662674183
CIU05CUX03 San Cristobal,San Cristóbal,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-91e06e924f7906f@bm.com-1638384668274
SA02CUX03 Apertura,Certificado COVID,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-71c6400b44eb278@bm.com-1625505635484
EDU05CUX01 Apertura,Ayuda universitarios,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1554309388656
SE00CUX01 Policía,Policía de la ciudad,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1545252361101
CIU05CUX03 Villa Ortúzar,Barrio Villa Ortúzar,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-98c813e44289d36@bm.com-1638473570624
SA08CUX01 Donación de sangre,Donar sangre 🩸,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1588619722453
ED04CUX17 Apertura,App miEscuela,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-5bkj1pu3yw@b.m-1663176628973
CIU03CUX01 Gasto público,Gasto público,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1544475564615
CU01CUX02 Museo Fernández Blanco,Museo F. Blanco,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-5f8f6df0480aee7@bm.com-1623860498839
EDU04CUX04 Apertura,Centros Educativos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1557496981328
DH02CUX01 Apertura,Economía popular,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-58e20f51457b8fe@bm.com-1624906761827
OB05CUX02 Permiso temprano,Permiso de obra,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-b95y5cit3k@b.m-1689779978138
TR03CUX09 Registro de generadores de contaminantes atmosféricos provenientes de fuentes fijas (REF),Generadores fijos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1561730492534
CU02CUX01 Complejo Teatral,Complejo Teatral BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1578503764221
CIU05CUX07 Apertura Corta,Barrio Mugica,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8u3jeatgy5@b.m-1695821110704
CIU05CUX03 Caballito,Barrio de Caballito,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-303135334c6bbcf@bm.com-1637347001952
SA10CUX03 Mapa de Salud,Mapa de Salud 🏥,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1535864488219-5208
VI01CUX01 Apertura,Viviendas en BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-rodrigo@botmaker.io-1535978128287
Consulta de Expedientes Electrónicos *Apertura,Consultar expediente,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-b1697a9547c973e@bm.com-1637856563225
AG01CUX01 Cambiar titularidad ABL,Cambiar titular ABL,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1536203508108-2571
GE03CUX03 Apertura,Personas que cuidan,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-d7f6sykdtm@b.m-1667398381740
TUR01CUX04 Apertura,Turno Unión Civil,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-avmhr93c2e@b.m-1656963593977
ED00CUX01 Nivel inicial,Nivel inicial,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-k7pea96wty@b.m-1653662587527
OB05CUX02 Permisos de obra,Permisos de obra,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-7l0b0jvb4w@b.m-1655817241206
TR03CUX09 Presentar documentación a agregar en Expediente Electrónico APRA,APRA: Editar Exp. 📝,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-xdrbhfnhmn@b.m-1627927002020
MO04CUX03 Apertura,Estacionar sin pagar,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-jil2c85hy2@b.m-1652106756791
ED06CUX02 Apertura,Educación Inclusiva,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-rudn80q6ek@b.m-1648755316651
CU06CUX03 Cambio de DNI,Cambiar género DNI,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-0rm7j8olc6@b.m-1657633402082
CU04CUX38 Apertura pre-evento,Noche de disquerías,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-7ew36wjtzo@b.m-1697721561360
SA07CUX01 Hepatitis B,Hepatitis B,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1586367127867
TR03CUX09 Impacto ambiental,Certif. Aptitud Amb.,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1561559567568
Auto mal estacionado - Apertura,Auto mal estacionado,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-rodolfo@botmaker.io-1570111113123
TR02CUX05 - Apertura,Constancia de alumno,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-scasoz5eub@b.m-1654179624992
JU01CUX01 Apertura,Servicios Jurídicos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8d154e5645c90c4@bm.com-1641396993010
TR03CUX05 Reservas del salón de actos de la biblioteca del docente,Salón de actos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1575400924490
CIU05CUX03 Apertura,Barrios de la Ciudad,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-de5be59648ab81a@bm.com-1637076470933
AC01CUX03 Gobierno Provincia Bs As,Gobierno PBA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1535864488205-7600
CU02CUX01 Apertura,Teatros de la Ciudad,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1572962232260
EDU04CUX28 Apertura,Cambio de escuela,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1549308478695
TU01CUX01 Apertura,Turismo,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-742a0b3f4599160@bm.com-1632862004698
TR04CUX02 Recién nacido,DNI Recién Nacidos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1535864819150-4978
MO04CUX05 Consulta de saldo,Consultar saldo SUBE,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1597173934812
CU09CUX03 Apertura,Palacio Barolo,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1578322460044
Licencia prorroga  > Consultar,Consulta prórroga,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-958ea93c4598a57@bm.com-1639163366259
Voluntarios BA,Voluntarios BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1580836420204
SA07CUX01 Vasectomía,Vasectomía,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1586366374908
DH01CUX01 Subsidio Habitacional 690,Habitacional 690,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8rndkuk2gu@b.m-1648492417450
MO06CUX01 Apertura,Bicicletas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-h7cftwifng@b.m-1697132379012
TR01CUX18  Apertura,Mis habilitaciones,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-kehvn1gnqc@b.m-1642000056914
VI01CUX01 Alquilar,Quiero alquilar 🏠,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-rodrigo@botmaker.io-1535978257072
AM04CUX03 Apertura,Lago Lugano,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-1f748117451b5ff@bm.com-1623180870159
EDU01CUX04 Apertura,Becas Alimentarias,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-d56fddc84e9a546@bm.com-1618926586006
