Active	Topic path	Topic	Topic keywords	ID	Name	Triggers	Keywords	Bot Says	Variables	Tags
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:ANYTHING	"Mensaje por defecto"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:IMGXAJBIVGWTDOFP41H7:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot:6NVRYSC2XRNCJIVY5F7Y:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:6NVRYSC2XRNCJIVY5F7Y:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1596563479893	"testfile"	"test_file"	""	"file"	[]	[]
true				GabiBot:BW5C4427UH3KQ62XTNMY:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot-1afb985145c9f10@bm.com-1607555754035	"test_email"	"test_email"	""	"fin test email"	[]	[]
true				GabiBot:37ULNATFQ2AMLXB0ZSLF:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:6NVRYSC2XRNCJIVY5F7Y:FIRST_MESSAGE	"Mensaje inicial"	""	""	""	[]	[]
true				GabiBot-rodrigo@botmaker.io-1562852472320	"INTENCION TEST"	"testeando"	""	"_hola, esto es un test_\r\n*Gracias!*"	[]	[]
true				GabiBot:00CCH1UBYYK82D1QDIH3:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot-juli@botmaker.io-1595527940811	"nps"	"nps"	""	"nps"	[nps]	[]
true				GabiBot:EXPXS52N66BSQ1G38C7Z:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:B2C7J886MX7NNJHCKK1D:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:37ULNATFQ2AMLXB0ZSLF:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1565645845492	"entity loader"	"entityloader"	""	"test"	[]	[]
false				GabiBot:webchat_RESPONSES	"Respuestas específicas para el Webchat"	""	""	""	[]	[]
true				GabiBot:LZHQR4GVNOQW70PLBICR:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:YCW42MABYIF77MMD7DRI:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot-5caf8b32486819c@bm.com-1624561989737	"CA_endpoint"	"ca_endpoint"	""	"Medio de Pago"	[]	[]
true				GabiBot:2A18P0WWJMC0IMG66HKR:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot-517b2a33440b333@bm.com-1620786136383	"test"	"test_const"	""	"hola cont ${testing}"	[]	[]
true				GabiBot:OG4ID2S8YSDPPFAPQ05F:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
false				GabiBot:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"En este momento no estamos atendiendo. Por favor inténtalo más tarde"	[]	[]
true				GabiBot:BW5C4427UH3KQ62XTNMY:FIRST_MESSAGE	"Mensaje inicial"	""	""	"¡Bienvenido a Callbots!\r\n¡Bienvenido a Callbots!"	[]	[]
true				GabiBot:75WLOCD4WQB03JOV2EP2:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:OG4ID2S8YSDPPFAPQ05F:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:37ULNATFQ2AMLXB0ZSLF:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Hubo un problema procesando su pedido, por favor, intentelo de nuevo más tarde."	[]	[]
true				GabiBot:00CCH1UBYYK82D1QDIH3:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:GWVVDGT6YC3PX68WKBIC:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot-gabi@botmaker.io-1567198606549	"counter test"	"gabriel_test"	""	"test ${counter}\r\ncounter: ${counter}\r\nfin ${counter}"	[counter, counter, counter]	[]
true				GabiBot:WNPE77IR80EXM8HIHVAU:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:WNPE77IR80EXM8HIHVAU:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:LZHQR4GVNOQW70PLBICR:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	""	[]	[]
true				GabiBot:P2E6NCZP32P2IG7EPNBA:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:GIFVDQ1JQXF3ANVI8BWH:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:75WLOCD4WQB03JOV2EP2:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:00CCH1UBYYK82D1QDIH3:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:VDMG2LY4JLF8MXJP8POG:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:H5RRDAIFZXUJQVH7KWI3:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:OG4ID2S8YSDPPFAPQ05F:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
false				GabiBot:MASTER:RUN_ON_MUTED_BOT_OPERATOR	"Acciones cuando el bot asignado esta muteado"	""	""	""	[]	[]
true				GabiBot:5V7XMND8ELUNREY2B8D6:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1575654633026	"prueba queue"	"set_queue"	""	"Ahora te va atender un operador"	[]	[]
true				GabiBot-gabi@botmaker.io-1565096940629	"test excel"	"testexcel"	""	""	[]	[]
true				GabiBot:IMGXAJBIVGWTDOFP41H7:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:JB6R3UJZPG4SWUZQ20H7:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:GWVVDGT6YC3PX68WKBIC:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:QG1MTK8TWBCBD0JBMSW2:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:WNPE77IR80EXM8HIHVAU:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:37ULNATFQ2AMLXB0ZSLF:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:VDMG2LY4JLF8MXJP8POG:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:FIRST_MESSAGE	"Mensaje inicial"	""	""	"¡Bienvenido a Gabi Bot!\r\n¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot"	[]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:GWVVDGT6YC3PX68WKBIC:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:CAYJERJ234OUJD0HZN4Z:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:75WLOCD4WQB03JOV2EP2:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:VDMG2LY4JLF8MXJP8POG:FIRST_MESSAGE	"Mensaje inicial"	""	""	""	[]	[]
true				GabiBot:37ULNATFQ2AMLXB0ZSLF:ANYTHING	"Mensaje por defecto"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:B2C7J886MX7NNJHCKK1D:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:LZHQR4GVNOQW70PLBICR:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:YCW42MABYIF77MMD7DRI:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot-gabi@botmaker.io-1579097480859	"test hora"	"test_hora"	""	"entre :D\r\nno entre :("	[]	[]
true				GabiBot:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"En este momento comienzas a ser atendido por un representate"	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot:QG1MTK8TWBCBD0JBMSW2:DISAMBIGUATION_INTENT	"Disambiguation Intent"	""	""	"No te entendí bien. ¿Estás queriendo decir algo de esto?"	[]	[]
true				GabiBot:MASTER:START_MEETING	"Enviar invitación para video-llamada"	""	""	""	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Por favor aguarda. Pronto un agente se contactara contigo"	[]	[]
true				GabiBot:BW5C4427UH3KQ62XTNMY:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:LZHQR4GVNOQW70PLBICR:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:H5RRDAIFZXUJQVH7KWI3:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:ANYTHING	"Mensaje por defecto"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:2NCOBTIHVF257W8NW1SU:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:DISAMBIGUATION_INTENT	"Disambiguation Intent"	""	""	"No te entendí bien. ¿Estás queriendo decir algo de esto?"	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:P2E6NCZP32P2IG7EPNBA:FIRST_MESSAGE	"Mensaje inicial"	""	""	"¡Bienvenido a Gabi Bot!\r\n¡Bienvenido a Gabi Bot!\r\nHola!"	[]	[]
true				GabiBot:GIFVDQ1JQXF3ANVI8BWH:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:48KNZNKIZFMDI8RY6SR5:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:VARIOUS_CHANNELS_RESPONSES	"Respuestas generales a todos los canales"	""	""	""	[]	[]
true				GabiBot-hernan.liendo@gmail.com-1588595209193	"testbruno"	"quiero comprar una pizza\r\nbrunotest"	"(comprar),(pizza|masa|piza),(quiero|quiere|queriamos|tengo ganas de|tengo que|tener gana|solicitud)"	"hola"	[]	[]
true				GabiBot:CAYJERJ234OUJD0HZN4Z:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:NRZBDV1K8YYI2WWSXLOX:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:GIFVDQ1JQXF3ANVI8BWH:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:DISAMBIGUATION_INTENT	"Disambiguation Intent"	""	""	"No te entendí bien. ¿Estás queriendo decir algo de esto?"	[]	[]
true				GabiBot:N75SQMWCFO1XV071OKJJ:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot:37ULNATFQ2AMLXB0ZSLF:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"En este momento comienzas a ser atendido por un representante"	[]	[]
true				GabiBot:B2C7J886MX7NNJHCKK1D:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:OG4ID2S8YSDPPFAPQ05F:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:VDMG2LY4JLF8MXJP8POG:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:FIRST_MESSAGE	"Mensaje inicial"	""	""	"Entro por aca como bienvenida por ${webchatIn}\r\nBienvenido a Template ESPANOL!"	[]	[]
true				GabiBot:IMGXAJBIVGWTDOFP41H7:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:ANYTHING	"Mensaje por defecto"	""	""	"No entendi ${.now}"	[]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:NRZBDV1K8YYI2WWSXLOX:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:2A18P0WWJMC0IMG66HKR:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:5V7XMND8ELUNREY2B8D6:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot-gabi@botmaker.io-1605651547698	"test checkout"	"test_checkout"	""	"test checkout wompi\r\nPagar con Wompi\r\nElegi color\r\nEl color que elegiste es ${test}"	[test]	[]
true				GabiBot:P2E6NCZP32P2IG7EPNBA:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:YCW42MABYIF77MMD7DRI:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:B2C7J886MX7NNJHCKK1D:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1563975673370	"carousel sin imagenes"	"carouselsinimagenes"	""	""	[]	[]
true				GabiBot:H5RRDAIFZXUJQVH7KWI3:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:OG4ID2S8YSDPPFAPQ05F:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:FIRST_MESSAGE	"Mensaje inicial"	""	""	"¡Bienvenido a Gabi Bot!\r\n¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot"	[]	[]
true				GabiBot:N75SQMWCFO1XV071OKJJ:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:GWVVDGT6YC3PX68WKBIC:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:H5RRDAIFZXUJQVH7KWI3:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:LZHQR4GVNOQW70PLBICR:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:EXPXS52N66BSQ1G38C7Z:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1568899857925	"Test queue"	"test_queue"	""	"asignado a ${queueID}"	[]	[]
true				GabiBot-yUQECabA231apx9exbhc@b.m-1756158886353	"Opción 1"	""	""	"Esta es la opción 1"	[]	[]
true				GabiBot:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Por favor aguarda. Pronto un agente se contactara contigo"	[]	[]
true				GabiBot-0ffdd8c34d595c0@bm.com-1626459641792	"audio test"	"_audio_"	""	"audio test"	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:QG1MTK8TWBCBD0JBMSW2:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"En este momento no estamos atendiendo. Por favor inténtalo más tarde"	[]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:FIRST_MESSAGE	"Mensaje inicial"	""	""	"¡Bienvenido a Gabi Bot!\r\n¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\r\nfin"	[]	[]
true				GabiBot:EXPXS52N66BSQ1G38C7Z:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot-cff256b34258a3f@bm.com-1623333740961	"pedidos"	""	""	""	[]	[]
true				GabiBot:QG1MTK8TWBCBD0JBMSW2:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:ANYTHING	"Mensaje por defecto"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:00CCH1UBYYK82D1QDIH3:FIRST_MESSAGE	"Mensaje inicial"	""	""	""	[]	[]
true				GabiBot:75WLOCD4WQB03JOV2EP2:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:48KNZNKIZFMDI8RY6SR5:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:00CCH1UBYYK82D1QDIH3:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:6NVRYSC2XRNCJIVY5F7Y:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:2NCOBTIHVF257W8NW1SU:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"En este momento no estamos atendiendo. Por favor inténtalo más tarde"	[]	[]
true				GabiBot:00CCH1UBYYK82D1QDIH3:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1576787156860	"test link"	"test_link"	""	"?? holaaaa https://www.despegar.com.ar/aftersale/changes/flight/47283584?as_referer=chat-exchangeability/"	[]	[]
true				GabiBot-hernan.liendo@gmail.com-1587490171241	"testbuscar"	"testbuscar"	""	"que buscamos?\r\nfin"	[searchTerm]	[]
true				GabiBot-AG3suN2SpQaazp9r2dv2@b.m-1756158886353	"Ayuda"	""	""	"¿Necesitas ayuda con algo más ?"	[]	[]
true				GabiBot:GIFVDQ1JQXF3ANVI8BWH:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot-ccdaec5e4efbc8f@bm.com-1633007518599	"test estado pendiente"	""	""	"Como regex limpia\r\ncomo constante\r\nfallo todo si esto se manda solo"	[]	[]
true				GabiBot:BW5C4427UH3KQ62XTNMY:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:DISAMBIGUATION_INTENT	"Mostrar opciones ambiguas"	""	""	"Encontré varios temas al respecto. ¿Estás queriendo decir algo de esto?"	[]	[]
true				GabiBot:CAYJERJ234OUJD0HZN4Z:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:LZHQR4GVNOQW70PLBICR:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot-gabi@botmaker.io-1566356988886	"URL"	"url"	""	"URL  www.mundomit.com.br"	[]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:P2E6NCZP32P2IG7EPNBA:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"En este momento comienzas a ser atendido por un representante"	[]	[]
true				GabiBot:2A18P0WWJMC0IMG66HKR:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:2A18P0WWJMC0IMG66HKR:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:5V7XMND8ELUNREY2B8D6:FIRST_MESSAGE	"Mensaje inicial"	""	""	""	[]	[]
true				GabiBot:YCW42MABYIF77MMD7DRI:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot-0a7178364eb840f@bm.com-1621879439821	"test_api"	"test_api"	""	"Ejecucion de un servicio externo\r\nFin de ejecucion"	[]	[]
true				GabiBot:N75SQMWCFO1XV071OKJJ:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:48KNZNKIZFMDI8RY6SR5:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:LZHQR4GVNOQW70PLBICR:ANYTHING	"Mensaje por defecto"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot-gabi@botmaker.io-1565197777087	"test button "	"testbotonca"	""	""	[]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:WNPE77IR80EXM8HIHVAU:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:37ULNATFQ2AMLXB0ZSLF:DISAMBIGUATION_INTENT	"Mostrar opciones ambiguas"	""	""	"Encontré varios temas al respecto. ¿Estás queriendo decir algo de esto?"	[]	[]
true				GabiBot:NRZBDV1K8YYI2WWSXLOX:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:LZHQR4GVNOQW70PLBICR:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:CAYJERJ234OUJD0HZN4Z:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:MASTER:PAYMENT_SUCCEEDED	"Pago recibido"	""	""	"Hemos registrado correctamente el pago. Ya no necesitás pagarlo al momento de recibir tu producto"	[]	[]
true				GabiBot:GIFVDQ1JQXF3ANVI8BWH:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot-197ae6ad45aa771@bm.com-1622717789158	"CA API"	"ca_api"	""	"Prueba CA API"	[]	[]
true				GabiBot:IMGXAJBIVGWTDOFP41H7:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:QG1MTK8TWBCBD0JBMSW2:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:EXPXS52N66BSQ1G38C7Z:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1562265789254	"test carousel"	"test carousel"	""	""	[]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
